
State ID,State Name,Year ID,Year,Population,State Slug,Population Change
04000US17,Illinois,2013,2013,12848554,illinois,11265190 (711.47%)
04000US18,Indiana,2013,2013,6514861,indiana,-6333693 (-49.29%)
04000US19,Iowa,2013,2013,3062553,iowa,-3452308 (-52.99%)
04000US20,Kansas,2013,2013,2868107,kansas,-194446 (-6.35%)
04000US21,Kentucky,2013,2013,4361333,kentucky,1493226 (52.06%)
04000US22,Louisiana,2013,2013,4567968,louisiana,206635 (4.74%)
04000US23,Maine,2013,2013,1328320,maine,-3239648 (-70.92%)
04000US24,Maryland,2013,2013,5834299,maryland,4505979 (339.22%)
04000US25,Massachusetts,2013,2013,6605058,massachusetts,770759 (13.21%)
04000US26,Michigan,2013,2013,9886095,michigan,3281037 (49.67%)
04000US27,Minnesota,2013,2013,5347740,minnesota,-4538355 (-45.91%)
04000US28,Mississippi,2013,2013,2976872,mississippi,-2370868 (-44.33%)
04000US29,Missouri,2013,2013,6007182,missouri,3030310 (101.8%)
04000US30,Montana,2013,2013,998554,montana,-5008628 (-83.38%)
04000US31,Nebraska,2013,2013,1841625,nebraska,843071 (84.43%)
04000US32,Nevada,2013,2013,2730066,nevada,888441 (48.24%)
04000US33,New Hampshire,2013,2013,1319171,new-hampshire,-1410895 (-51.68%)
04000US34,New Jersey,2013,2013,8832406,new-jersey,7513235 (569.54%)
04000US35,New Mexico,2013,2013,2069706,new-mexico,-6762700 (-76.57%)
04000US36,New York,2013,2013,19487053,new-york,17417347 (841.54%)
04000US37,North Carolina,2013,2013,9651380,north-carolina,-9835673 (-50.47%)
04000US38,North Dakota,2013,2013,689781,north-dakota,-8961599 (-92.85%)
04000US39,Ohio,2013,2013,11549590,ohio,10859809 (1574.39%)
04000US40,Oklahoma,2013,2013,3785742,oklahoma,-7763848 (-67.22%)
04000US41,Oregon,2013,2013,3868721,oregon,82979 (2.19%)
04000US42,Pennsylvania,2013,2013,12731381,pennsylvania,8862660 (229.09%)
04000US44,Rhode Island,2013,2013,1051695,rhode-island,-11679686 (-91.74%)
04000US45,South Carolina,2013,2013,4679602,south-carolina,3627907 (344.96%)
04000US46,South Dakota,2013,2013,825198,south-dakota,-3854404 (-82.37%)
04000US47,Tennessee,2013,2013,6402387,tennessee,5577189 (675.86%)
04000US48,Texas,2013,2013,25639373,texas,19236986 (300.47%)
04000US49,Utah,2013,2013,2813673,utah,-22825700 (-89.03%)
04000US50,Vermont,2013,2013,625904,vermont,-2187769 (-77.75%)
04000US51,Virginia,2013,2013,8100653,virginia,7474749 (1194.23%)
04000US53,Washington,2013,2013,6819579,washington,-1281074 (-15.81%)
04000US54,West Virginia,2013,2013,1853619,west-virginia,-4965960 (-72.82%)
04000US55,Wisconsin,2013,2013,5706871,wisconsin,3853252 (207.88%)
04000US56,Wyoming,2013,2013,570134,wyoming,-5136737 (-90.01%)
04000US72,Puerto Rico,2013,2013,3682966,puerto-rico,3112832 (545.98%)
